0.0 -0.43203128399999996 -0.7444363759999999 0
-0.500701181 -0.34677777299999996 -1.117095116 1
-0.784365805 -1.18456401 -0.677450861 2
-1.0233722170000001 -0.951581707 -0.8841184120000001 3
-0.928391658 -0.8308779390000001 -0.876265431 4
-0.7596922190000001 -0.827423839 -0.73788949 5
-0.784035927 -0.812837047 -0.720139523 6
0.0 -0.36490564799999997 -0.805674025 7
-1.137256899 -0.787545375 -1.0167368959999998 8
-0.34902598 -0.6953476 -1.143139472 9
-1.110100252 -0.897734825 -0.947143773 10
-0.835613451 -0.8021554259999999 -0.559945511 11
-0.983684305 -1.110533169 -0.880752394 12
-1.0547690090000001 -0.659446016 -0.539856453 13
0.0 -0.610488551 -0.7037958459999999 14
0.0 -1.137192288 -0.366984496 15
-0.471561054 -0.603656392 -0.478396937 16
-1.030270016 -0.536440419 -0.9503535809999999 17
-1.357455752 -0.56284517 -0.8156033340000001 18
-0.9484595440000001 -0.84729662 -0.96144766 19
-1.227269457 -0.662629184 -1.1203438540000001 20
-0.596318401 -0.577220313 -0.673058178 21
-0.542128067 -0.634908117 -0.5457890000000001 22
-1.3486392269999998 -0.518079058 -0.790710325 23
-0.531178698 -0.631412216 -0.766988937 24
-0.842360065 -0.616326685 -0.9673590809999999 25
-0.7569859459999999 -0.824805012 -1.046516938 26
-1.049211543 -0.959991947 -1.088371704 27
-0.764052025 -0.652973017 -0.727856918 28
-0.100664696 -0.590050382 -0.90138072 29
-0.9791686690000001 -0.801184178 -0.7635245970000001 30
-1.24055623 -0.842341957 -0.30351181 31
-0.956548726 -0.699312211 -1.066513828 32
-0.973492743 -0.62010705 -0.932690835 33
-0.717815428 -0.86725337 -1.034791348 34
-0.9832531320000001 -0.830385009 -0.84356193 35
-0.348362516 -0.699579055 -1.15067642 36
-1.267814779 -0.614000815 -0.7017025720000001 37
-0.467305574 -0.472838765 -0.6385981629999999 38
-0.9703186709999999 -0.587352235 -0.8691825590000001 39
-0.77552081 -0.6454643520000001 -0.6381293170000001 40
-0.564592685 -1.127280981 -0.8540838390000001 41
-0.9660394 -0.541784726 -1.137812113 42
-0.497821115 -0.897839535 -0.522953993 43
-1.429651931 -0.795623098 -0.654388024 44
-0.764742464 -1.177558809 -0.888518921 45
-0.8686149940000001 -0.650180519 -1.051018461 46
-0.863991473 -0.8439212229999999 -0.850269075 47
-0.630069442 -0.9123889559999999 -0.668538625 48
-1.051704723 -0.966594125 -1.2114485990000001 49
0.0 -0.669864275 -0.6805030129999999 50
-0.7673173520000001 -1.041875481 -0.856389875 51
-0.686013847 -0.7493851159999999 -0.9697352770000001 52
-0.7349557 -0.734438493 -0.770610021 53
0.0 -0.526359946 -0.6523880479999999 54
-0.56873569 -1.032334995 -0.511010973 55
-0.71821703 -0.77480116 -0.498866514 56
-0.612157752 -0.7473554090000001 -0.946522622 57
-1.2917288 -1.08629882 -0.807609033 58
-1.350568063 -0.524250664 -0.836289266 59
-1.22086635 -1.067432363 -0.631942156 60
