id,AIFM1,BCLAF1,BDP1,CENPH (64946),CENPI (2491),CTPS1 (1503),FAM50A (9130),FDPS (2224),GAGE2A (729447),GEMIN8 (54960),GJA3 (2700),KDM2A (22992),KIF4A (24137),KLC2 (64837),LAS1L (81887),MBTPS2 (51360),MED12 (9968),MED14 (9282),POLA1 (5422),PSMC1 (5700),RBMX2 (51634),RPL39 (6170),SGF29 (112869),SIN3A (25942),SNAP23 (8773),STIL (6491),TEX10 (54881),TGS1 (96764)
ACH-000004,NA,-0.432031284,-0.744436376,-0.651763225,NA,-1.124540983,NA,-0.898191573,NA,NA,-0.759363338,-0.577417665,NA,-0.854949958,NA,NA,NA,NA,NA,-1.056314274,NA,NA,-0.790395552,-0.930456757,-1.07153982,-0.614115951,-1.033167525,-0.62294836
ACH-000005,-0.500701181,-0.346777773,-1.117095116,-0.464341461,-0.786775993,-0.951802416,-1.638342669,-0.798742664,-0.911150227,-0.801962809,-0.497919053,-0.462832048,-0.899661046,-1.190191476,-1.550329763,-1.459345303,-0.92681227,-1.716266566,-1.456760267,-1.001043147,-0.80963518,-0.68838621,-0.621636264,-0.520955342,-1.260310138,-0.983698429,-0.700394229,-0.639974925
ACH-000007,-0.784365805,-1.18456401,-0.677450861,-0.818930319,-1.073412613,-1.072300752,-0.502119586,-0.688462143,-0.79776615,-1.009375412,-0.974621186,-0.934835808,-0.700961303,-0.876208989,-1.157024518,-1.1506141,-1.075290722,-0.919226291,-1.260868029,-0.713472235,-0.617235639,-0.947459163,-1.054334144,-1.077840612,-1.115516793,-0.674908442,-0.687906862,-1.100817123
ACH-000009,-1.023372217,-0.951581707,-0.884118412,-0.813779782,-0.922450749,-0.726636772,-1.327584632,-1.404296202,-0.714561007,-0.849272707,-0.631086562,-0.678461428,-1.145724938,-0.629592814,-1.038602014,-1.242142038,-0.662563176,-0.865920429,-0.929774477,-0.878268432,-0.999584448,-0.710781945,-0.706760596,-1.32567699,-1.026169478,-0.953768051,-1.006799328,-1.134996502
ACH-000011,-0.928391658,-0.830877939,-0.876265431,-0.72967852,-0.553485669,-1.254944598,-0.501123714,-0.881231835,-0.851476047,-0.754342243,-0.826076923,-1.156798454,-0.993534739,-0.516469129,-0.702564174,-0.608942515,-0.663480705,-0.940885075,-0.518691681,-0.719085901,-0.805145891,-0.705394518,-0.776745926,-1.151146365,-1.164879738,-0.944487649,-0.849166397,-0.90502517
ACH-000012,-0.759692219,-0.827423839,-0.73788949,-0.850158213,-0.659530974,-1.087628679,-1.028305437,-0.644549584,-0.726116446,-0.907921432,-0.930321905,-0.237400125,-0.581531703,-0.926607132,-0.898165768,-1.013012632,-0.89208235,-0.771599121,-1.141713494,-0.921470016,-0.79570952,-0.605408605,-0.661959359,-1.030001738,-1.191108199,-0.977762108,-0.752637067,-0.797663995
ACH-000013,-0.784035927,-0.812837047,-0.720139523,-0.709563106,-0.852253864,-0.331616592,-1.056671979,-0.727552147,-0.661614447,-1.304476591,-0.92325271,-1.36539004,-1.053519873,-0.794090982,-0.794945345,-0.835893665,-0.780431607,-1.030655155,-1.146460584,-0.563419467,-0.831634262,-0.527551612,-0.807663798,-0.632030261,-1.409650054,-1.120431228,-1.002435843,-0.724713387
ACH-000014,NA,-0.364905648,-0.805674025,-0.970226355,NA,-0.680516043,NA,-0.655253921,NA,NA,-0.971317327,-0.079924451,NA,-0.400198175,NA,NA,NA,NA,NA,-0.981767665,NA,NA,-1.058270458,-0.835839571,-0.290928485,-0.685501607,-0.987741248,-0.83394605
ACH-000015,-1.137256899,-0.787545375,-1.016736896,-0.937891014,-0.674762663,-0.767856056,-0.361461636,-1.00132341,-0.728136492,-0.697325145,-0.801728786,-0.986808946,-0.667530768,-0.715097571,-0.990951047,-1.055505324,-0.454243731,-0.944832585,-0.771810699,-0.787437352,-0.747147826,-0.711330902,-1.127359873,-0.796203566,-0.385261671,-0.869763314,-0.871223263,-0.7281342
ACH-000017,-0.34902598,-0.6953476,-1.143139472,-0.823432732,-0.72749641,-1.420260205,-0.224224084,-0.677010108,-0.706775582,-0.911281564,-0.967904359,-1.621293031,-0.589755924,-0.71819534,-0.578809929,-0.724552403,-1.174968865,-0.984371626,-0.964177139,-0.729603761,-0.817677183,-0.779907309,-1.621735062,-0.653361636,-1.122749122,-0.959904581,-0.631240714,-0.790747697
ACH-000018,-1.110100252,-0.897734825,-0.947143773,-0.779671871,-0.532371564,-0.689510738,-0.961466183,-0.927607964,-0.816818273,-0.725168759,-0.679849773,-0.624388394,-0.588789608,-0.7239806,-0.744035704,-1.220610232,-1.122450162,-0.676235543,-0.675752929,-0.934119244,-0.761592565,-0.66421499,-1.250889859,-0.671726617,-0.661643409,-0.892233802,-0.952528657,-0.822500567
ACH-000019,-0.835613451,-0.802155426,-0.559945511,-0.772054297,-0.645377245,-0.726457618,-0.325896705,-1.10567697,-0.582578037,-0.620199071,-0.738336475,-0.834238261,-1.00813641,-0.586599164,-0.525542497,-0.882905424,-0.645826146,-1.099504159,-1.161044946,-0.857866226,-0.96756051,-1.093419474,-0.778023659,-0.793497178,-0.55667624,-0.840220097,-0.856774227,-0.899003939
ACH-000021,-0.983684305,-1.110533169,-0.880752394,-0.785768385,-0.920114599,-0.868160253,-0.480862911,-1.062332864,-0.742344016,-0.899670733,-1.027499186,-0.563917426,-1.422757959,-0.941899531,-1.24347426,-0.999302817,-0.597343257,-1.206248359,-1.033740407,-0.799267084,-0.953230019,-1.119455919,-0.664878245,-0.466786852,-0.122679267,-0.968061672,-1.019221167,-0.918832481
ACH-000022,-1.054769009,-0.659446016,-0.539856453,-0.704387875,-0.766170367,-0.958335273,-1.193136544,-1.490132434,-0.752787747,-0.891736181,-0.769226064,-0.588173158,-0.657706144,-0.737310437,-1.222596032,-1.205209592,-1.258289047,-0.657332848,-1.110146919,-0.747853241,-0.98460893,-0.689125552,-1.028000882,-0.415622034,-1.627773074,-1.086723294,-0.771766301,-0.673481627
ACH-000025,NA,-0.610488551,-0.703795846,-0.690987003,NA,-1.100893344,NA,-1.050227015,NA,NA,-0.583843727,-1.045048872,NA,-0.802581944,NA,NA,NA,NA,NA,-0.760823589,NA,NA,-0.549228705,-0.980025122,-0.990359029,-0.523858016,-0.522417394,-0.619044511
ACH-000028,NA,-1.137192288,-0.366984496,-0.847771693,NA,-0.15953663,NA,-0.969646312,NA,NA,-0.872692424,-0.937424255,NA,-0.811768208,NA,NA,NA,NA,NA,-0.693377619,NA,NA,-0.57492749,-0.803243085,-0.543439622,-0.923385692,-0.931488983,-1.100541271
ACH-000029,-0.471561054,-0.603656392,-0.478396937,-0.787056885,-0.490174869,-1.329374264,-0.857233699,-0.575598178,-0.641109954,-0.729685474,-0.800695624,-0.982136107,-0.721440528,-0.701811356,-0.873292093,-0.721600929,-0.773245301,-0.712813118,-1.057099852,-0.726993061,-0.922000565,-0.433736342,-1.021928266,-0.873722872,-1.196696099,-0.786514227,-0.974861619,-0.803373875
ACH-000030,-1.030270016,-0.536440419,-0.950353581,-0.869590826,-0.790336974,-1.256323286,-0.377801457,-0.386136431,-0.831007233,-0.772343,-0.845287349,-1.100439081,-0.772433587,-0.785773287,-0.924200085,-1.153405626,-0.775765347,-1.129532422,-0.944894297,-0.963119542,-0.83921936,-0.614137409,-0.780856179,-0.978142907,-1.551360931,-0.865330155,-0.666058582,-0.876353454
ACH-000035,-1.357455752,-0.56284517,-0.815603334,-0.776961612,-0.867825124,-0.774365767,-0.083355975,-0.577914834,-0.773204361,-1.218922799,-0.948156708,-0.444655255,-0.556576478,-0.652951305,-0.958799818,-0.744979069,-0.476850338,-1.067204248,-1.007851582,-0.566446037,-0.940913755,-0.596403701,-0.688924354,-0.880234257,-0.630902539,-0.838866641,-1.12935614,-0.762525271
ACH-000036,-0.948459544,-0.84729662,-0.96144766,-0.708848382,-0.791928241,-0.557827214,-1.077331619,-0.713640725,-0.744255663,-0.984630144,-0.869994906,-0.44539177,-0.70396312,-0.785100422,-0.991090316,-0.87886752,-0.353443048,-0.862393643,-1.064416158,-1.006393345,-0.873144889,-0.893713197,-0.699804936,-0.717963878,-0.277013864,-0.625459231,-1.011367,-0.791751839
ACH-000037,-1.227269457,-0.662629184,-1.120343854,-0.911489618,-0.859309028,-0.459576926,-0.700345844,-0.760250579,-0.769636112,-1.035855971,-1.127309423,-0.517823394,-1.666587011,-1.164321214,-0.916704291,-1.123300508,-0.994091687,-1.066565454,-1.225959009,-1.201871611,-0.946610928,-1.290243749,-0.345186116,-1.464273707,-0.527420983,-0.439036958,-1.548794372,-1.380994452
ACH-000039,-0.596318401,-0.577220313,-0.673058178,-1.28128005,-0.737603633,-0.442960204,-0.098726522,-0.783722851,-0.885348031,-0.972050454,-0.556852978,-0.954820928,-1.019922081,-0.879258781,-0.855745946,-1.319215715,-0.444224432,-1.000938278,-1.150814077,-0.599750685,-0.905006339,-0.719573348,-0.626809787,-0.748990169,-0.328661139,-0.639018258,-0.799265528,-0.724807947
ACH-000040,-0.542128067,-0.634908117,-0.545789,-0.68806645,-0.809204937,-0.5896169,-1.503584358,-0.93001223,-0.874374757,-1.063521694,-0.736748484,-0.684337613,-0.844751479,-0.737767194,-1.061932756,-1.236470146,-1.028218,-0.987459092,-0.992374676,-0.675024291,-0.836950847,-0.997496417,-0.978980655,-0.937012532,-0.387649406,-0.279156712,-0.837289978,-0.712407434
ACH-000041,-1.348639227,-0.518079058,-0.790710325,-0.949563965,-0.584835322,-0.594081256,-0.498062101,-0.371634258,-0.799233268,-0.922946827,-0.770969209,-0.821454599,-0.366268975,-0.829307211,-0.903026575,-0.8347789,-0.896806157,-0.895470185,-0.862687954,-0.877480703,-0.782435461,-0.752017764,-1.349862225,-0.692579172,-0.033225181,-0.703262804,-0.841379824,-0.379470368
ACH-000042,-0.531178698,-0.631412216,-0.766988937,-0.900567679,-0.798302227,-1.588099001,-0.467914161,-0.352887203,-0.797176145,-0.774080389,-0.900082229,-0.854175187,-0.570351005,-0.994805544,-0.991490295,-0.888395027,-1.011055617,-1.17762409,-1.00317827,-0.715658665,-0.881347249,-0.838135026,-0.943362881,-0.769261824,-0.772702496,-1.116056026,-0.703236607,-0.716135348
ACH-000045,-0.842360065,-0.616326685,-0.967359081,-0.795888277,-0.864656008,-1.03262705,-0.286382006,-0.954468552,-0.721579534,-0.731211603,-0.781778337,-1.106996496,-0.982546624,-0.764546647,-1.032988522,-1.177631477,-0.948220456,-1.09946917,-1.034301264,-0.777815477,-0.72362382,-0.837564078,-0.598013458,-0.805052629,-0.264820139,-0.717683754,-0.701689135,-0.569104807
ACH-000047,-0.756985946,-0.824805012,-1.046516938,-0.908367465,-0.703779204,-0.636594152,-0.306876369,-0.738836633,-0.745001,-0.807297277,-0.648908397,-0.596240974,-1.169155916,-0.859922749,-0.774043961,-1.083409091,-0.699693744,-1.161298142,-0.946626401,-0.733390834,-0.979131934,-0.509763796,-0.9309157,-0.517385173,-0.440230637,-0.500872505,-0.706180808,-0.74180131
ACH-000052,-1.049211543,-0.959991947,-1.088371704,-0.682274909,-0.740466735,-0.597901769,-0.547593585,-0.470917581,-0.807540172,-1.083059189,-0.711723348,-0.85164092,-0.714651308,-0.902596166,-1.060204811,-0.938746886,-0.906904496,-1.162629426,-1.258370004,-0.834783568,-0.874719905,-1.049286767,-0.531801049,-0.835629781,-0.428409451,-0.753627831,-0.866533852,-0.742152652
ACH-000053,-0.764052025,-0.652973017,-0.727856918,-0.880240745,-0.874353289,-1.041418332,-0.193976488,-0.729696176,-0.718695697,-0.428175002,-0.826291806,-0.681914775,-0.450366251,-0.881247475,-1.078339814,-0.583641896,-1.159207382,-1.175319702,-1.060333297,-1.018081074,-0.96781242,-0.891998091,-0.867133942,-0.775399233,-1.420926229,-0.948204593,-0.899300496,-0.72192418
ACH-000054,-0.100664696,-0.590050382,-0.90138072,-0.833871431,-0.771211844,-1.228822267,-1.0740845,-0.463410504,-0.72550845,-0.814766165,-0.774983035,-0.273394877,-1.117348783,-0.803868085,-1.010920193,-1.392303487,-0.251532879,-1.187697161,-1.108868648,-0.762763032,-1.086922061,-1.168159096,0.099013717,-0.951207862,-0.832775592,-0.797955313,-0.866194982,-0.857378429
ACH-000055,-0.979168669,-0.801184178,-0.763524597,-0.845319243,-0.537190492,-0.67417123,-0.633453859,-0.860705162,-0.916406258,-0.748312329,-0.64492176,-0.623165598,-0.41662386,-0.804348313,-1.148892049,-0.967131846,-0.97716166,-1.419661243,-1.032206982,-0.756952375,-1.00713542,-0.812574898,-1.000290706,-0.600421803,-0.952795873,-0.782659406,-0.810083528,-0.621153537
ACH-000060,-1.24055623,-0.842341957,-0.30351181,-0.690698605,-0.885134097,-0.708036707,-0.569469818,-0.5661795,-0.822189196,-0.835726841,-0.645904931,-0.543054446,-0.948897565,-0.686197688,-0.928756472,-0.971175717,-0.802474091,-0.966256,-0.821538771,-1.008686642,-1.045845808,-0.636295704,-0.327148886,-0.655341908,-1.013193071,-0.863862095,-0.654102597,-0.636760107
ACH-000067,-0.956548726,-0.699312211,-1.066513828,-0.533953348,-0.672708982,-0.51271779,-1.043083374,-0.693507346,-0.808560185,-1.055426844,-0.757319543,-0.598632356,-1.111810757,-0.607807877,-0.800489788,-1.197841793,-0.699884778,-1.10507999,-1.140603755,-0.694941688,-0.722388423,-0.940598696,-0.541577254,-0.96517186,-0.098697868,-0.5309341,-0.622476221,-0.78025525
ACH-000070,-0.973492743,-0.62010705,-0.932690835,-0.628907337,-0.798595623,-1.093888716,-1.074861626,-1.338571725,-0.890222253,-0.832024923,-0.903714225,-0.989701168,-0.755379092,-0.749776928,-0.985515106,-1.096648918,-1.119665028,-1.030897878,-0.794539593,-0.77873377,-1.239188657,-0.813589112,-0.949203669,-0.992729397,-1.312959999,-0.595468137,-0.75704415,-0.999826572
ACH-000075,-0.717815428,-0.86725337,-1.034791348,-0.792745734,-1.018545735,-0.392857522,-0.636017966,-0.623096963,-0.781026425,-0.930245932,-0.711818528,-0.574951878,-1.049227231,-1.051362645,-1.22374336,-0.856887201,-0.870081085,-1.016335046,-0.908721237,-1.01121734,-0.813441846,-1.045818097,-0.692649389,-0.780581706,-0.398381322,-0.21312503,-0.854991183,-0.881029689
ACH-000078,-0.983253132,-0.830385009,-0.84356193,-1.136572137,-1.107664872,-0.491732787,-0.513706941,-0.770552574,-0.636058193,-0.964887045,-1.145200091,-0.820240911,-1.241604788,-1.064141284,-0.970974609,-1.05134047,-1.136384237,-1.200790134,-1.164803403,-0.826182742,-0.804115592,-0.897814454,-0.776295417,-0.911865827,-0.101059337,-0.589651349,-1.000899649,-0.556025174
ACH-000082,-0.348362516,-0.699579055,-1.15067642,-0.628145518,-0.98982271,-0.395094319,-0.714791245,-0.660156496,-0.776369627,-0.615116432,-0.62646105,-0.575357284,-1.173632927,-0.906104558,-0.789508066,-0.960726181,-1.355381819,-1.48141546,-1.473202561,-0.826039669,-1.184656881,-1.075090693,-1.052263176,-1.419299924,-0.208432852,-0.691749862,-0.847678695,-0.593590244
ACH-000085,-1.267814779,-0.614000815,-0.701702572,-0.470894358,-0.657732887,-0.632851253,-0.91360706,-0.511408971,-0.736042122,-1.07064967,-0.631235635,-0.964632763,-0.949635745,-0.994697704,-1.368417479,-0.961355326,-0.980349343,-1.308797167,-1.208426458,-0.554419064,-0.807709718,-0.603531477,-0.962254098,-0.617465708,-1.132898944,-0.856625923,-1.003800556,-0.631489013
ACH-000086,-0.467305574,-0.472838765,-0.638598163,-0.387992468,-0.610487259,-0.519927916,-0.455364502,-0.800768531,-0.723513901,-0.823947072,-0.691978797,-0.340135942,-1.172188773,-0.906418008,-0.854005582,-1.059146989,-0.680031572,-0.870881435,-0.7241175,-0.740184073,-0.919114895,-0.774921096,-0.455189536,-0.519005482,-1.385546262,-0.566088139,-0.996954198,-0.94441749
ACH-000087,-0.970318671,-0.587352235,-0.869182559,-0.437596513,-0.983742556,-0.610361808,-0.357809477,-0.764919437,-0.852087876,-0.951191588,-0.221296333,-0.974560589,-0.87604888,-0.695671087,-1.150784973,-0.952793098,-0.854573359,-1.312222362,-0.829848494,-0.585702077,-0.668450561,-0.631932964,-0.860531546,-0.869744193,-0.115558727,-0.61524303,-0.813260614,-0.674848216
ACH-000092,-0.77552081,-0.645464352,-0.638129317,-0.724252144,-0.757806714,-0.814966257,-0.526139769,-0.634773221,-0.773484325,-0.58555791,-0.819670611,-1.265594851,-0.588386948,-0.792295283,-0.838759002,-0.832801059,-0.964639132,-0.924214639,-0.832321349,-0.841883307,-0.790743642,-1.023192614,-0.82391546,-0.740298479,-1.661690568,-0.514177286,-0.766842425,-1.070753106
ACH-000095,-0.564592685,-1.127280981,-0.854083839,-1.065761269,-0.905872115,-0.799082062,-0.313206454,-0.571564082,-0.673353718,-0.765964723,-0.865377995,-0.744203597,-0.502311207,-0.919723431,-0.865822657,-0.9321245,-1.006659312,-1.1668959,-1.35380348,-0.937842175,-0.932943047,-0.938002877,-1.091273852,-0.877335392,-0.609819362,-0.828054715,-0.902606765,-0.541864054
ACH-000096,-0.9660394,-0.541784726,-1.137812113,-0.50754229,-0.98404851,-0.211519401,-0.866331269,-0.424536544,-0.83832273,-0.989161072,-0.503588282,-0.697139228,-1.214572228,-0.660240037,-0.956678164,-0.600347821,-0.561590343,-1.302338363,-1.05254173,-0.739399992,-1.065320549,-0.629406135,-0.605223712,-0.966978713,-0.419834099,-0.51917498,-0.93590489,-0.708563658
ACH-000097,-0.497821115,-0.897839535,-0.522953993,-0.621637562,-0.611729291,-0.330798619,-1.285499479,-0.911258938,-0.75828336,-0.687479972,-0.855235843,-1.447405714,-0.887883131,-0.98736608,-0.904788967,-0.957516712,-1.087340869,-1.275477403,-0.955985209,-0.884361361,-0.957169045,-0.814441334,-1.068920686,-0.885721431,-0.287732644,-0.995881646,-1.097873553,-1.153617534
ACH-000098,-1.429651931,-0.795623098,-0.654388024,-0.511031305,-0.468341881,-0.459759965,-0.643262921,-0.63878137,-0.692815284,-0.622166241,-0.830072851,-0.729712965,-1.108079896,-0.656859411,-1.00310391,-1.106672656,-0.648591789,-0.660217873,-0.67372798,-0.705372881,-0.716471915,-0.945428435,-1.247028143,-0.722988271,-0.517092578,-0.718561096,-0.647238736,-0.689819962
ACH-000099,-0.764742464,-1.177558809,-0.888518921,-0.958744854,-0.805640583,-1.165577245,-0.695098855,-0.966372602,-0.646833191,-0.792950348,-0.851144186,-0.786827967,-0.726079472,-0.786163097,-1.048691099,-0.643285915,-0.177795282,-1.00201876,-1.108058735,-0.842340248,-0.911267513,-0.843885593,-0.785398277,-0.99720225,-0.050538849,-0.665864162,-0.682380885,-0.758575349
ACH-000108,-0.868614994,-0.650180519,-1.051018461,-0.773710689,-0.872829602,-0.983396439,-0.253744914,-0.562542188,-0.717433981,-0.663644166,-0.810057807,-0.627617785,-1.066628172,-0.716083494,-0.929347328,-0.867307019,-0.559618666,-0.677245577,-0.704534396,-0.972378435,-0.511478789,-0.787267222,-0.723463736,-0.907056648,-0.32626503,-0.782222479,-1.076627644,-0.71506195
ACH-000113,-0.863991473,-0.843921223,-0.850269075,-0.85204623,-0.66655282,-0.836991905,-1.131635672,-0.541765235,-0.734697938,-0.847966573,-0.878216506,-1.069128304,-1.070560732,-0.937001987,-0.86697083,-1.223880697,-0.873604053,-1.211250924,-0.940491804,-0.813675268,-0.86674489,-0.643754829,-0.946237798,-0.801403255,-0.879754619,-0.714166704,-0.781813365,-0.597615643
ACH-000115,-0.630069442,-0.912388956,-0.668538625,-0.938515395,-1.399777734,-1.050355559,-0.332524724,-0.563691671,-0.633945067,-0.779948617,-1.102703019,-1.340181604,-0.970067922,-1.107097745,-0.769407855,-1.080962568,-1.471599593,-1.072030317,-1.102860636,-0.872333607,-0.911859575,-0.270174489,-2.208143707,-1.185509535,-0.730477139,-1.129284135,-0.575483505,-1.058234109
ACH-000116,-1.051704723,-0.966594125,-1.211448599,-1.17186305,-1.128720755,-0.451334892,-0.33880566,-0.550019705,-0.720434989,-0.745913074,-0.917927603,-1.074021039,-1.274523537,-0.889569938,-1.102909943,-1.092766464,-0.999875455,-1.083820148,-1.200456331,-0.527759117,-0.864128127,-0.795496234,-0.792903433,-1.208023681,-1.515485286,-0.900298883,-0.793703587,-0.959902811
ACH-000118,NA,-0.669864275,-0.680503013,-0.748505563,NA,-0.871817881,NA,-0.328411066,NA,NA,-0.739642293,-0.78613839,NA,-0.889107674,NA,NA,NA,NA,NA,-0.650154025,NA,NA,-0.733031882,-0.943571528,-0.731011361,-0.745073105,-0.779392218,-0.941388006
ACH-000120,-0.767317352,-1.041875481,-0.856389875,-1.13322134,-0.697122665,-0.205459034,-1.22023372,-0.531726733,-0.802042304,-0.737434082,-0.872494858,-0.922485219,-1.113381138,-0.706970836,-0.750758213,-0.604888943,-1.130281656,-1.169288806,-1.194738662,-0.829365637,-0.800446358,-1.033222125,-0.750619358,-0.82065537,-0.466621338,-1.061361759,-0.972877733,-0.915835581
ACH-000123,-0.686013847,-0.749385116,-0.969735277,-0.835551983,-0.665540683,-0.564676201,-0.423183338,-0.817471384,-0.735273519,-0.585012688,-0.745795619,-0.937344378,-0.674380749,-0.701638152,-1.012583286,-0.675267865,-0.58873453,-0.89598672,-1.096061779,-0.643762483,-0.909822753,-0.922601816,-0.966021884,-0.727309335,-1.018239491,-0.639281093,-0.897910468,-0.878880858
ACH-000127,-0.7349557,-0.734438493,-0.770610021,-0.824415819,-0.470300063,-0.720243783,-1.015488865,-0.81710303,-0.804498605,-0.833107583,-0.86378032,-0.116864269,-0.377907158,-0.700573628,-0.807972791,-1.083170569,-0.981302405,-0.772754055,-0.819228031,-0.984851749,-1.101741563,-0.616411965,-0.967611901,-0.704686628,-0.7486301,-0.833440503,-0.691649843,-0.911097195
ACH-000128,NA,-0.526359946,-0.652388048,-0.764108017,NA,-0.30222077,NA,-0.725437774,NA,NA,-0.861714234,-0.677672057,NA,-0.418261754,NA,NA,NA,NA,NA,-0.911952237,NA,NA,-0.658016389,-1.108092491,-0.600342109,-0.509521431,-0.692077301,-0.90586829
ACH-000132,-0.56873569,-1.032334995,-0.511010973,-0.96124591,-0.72311522,-0.581489126,-0.455418064,-0.774082627,-0.770415581,-0.730347465,-0.728356834,-0.858383924,-0.404713287,-0.990965671,-0.81266972,-0.90689385,-0.512456941,-1.115106612,-1.311861763,-0.664251632,-0.769661296,-0.795837802,-1.051945013,-1.042078558,-0.406604015,-0.637711935,-0.688673672,-0.537624744
ACH-000133,-0.71821703,-0.77480116,-0.498866514,-0.662576894,-0.556852822,-0.487564224,-1.163583351,-0.552052141,-0.810775032,-1.055549745,-0.42154382,-0.835859409,-0.811369474,-0.771485979,-0.883982459,-1.059219059,-0.364455034,-1.044199735,-0.953925759,-0.457765563,-0.895318584,-0.922057129,-0.745761863,-0.904185933,-1.217768761,-0.461964816,-0.734202069,-0.74570572
ACH-000137,-0.612157752,-0.747355409,-0.946522622,-0.717235649,-1.171261477,-0.602244799,-0.392671241,-0.584621889,-0.821579542,-1.070112239,-0.599633854,-0.473219983,-0.979902824,-0.737451761,-1.17331128,-0.532899828,-0.57136299,-1.069682843,-1.034907121,-0.660617292,-1.001361301,-0.726068557,-0.634058048,-0.726509796,-0.400013985,-0.853746206,-0.812119636,-0.695881617
ACH-000138,-1.2917288,-1.08629882,-0.807609033,-0.628581898,-0.78633469,-0.915300735,-0.390024652,-1.090425905,-0.80692085,-0.694083194,-0.921099422,-0.588516798,-1.062886314,-0.852373611,-1.033082184,-1.120082544,-0.534502682,-0.769412637,-0.90171856,-0.558719834,-0.8780494,-0.747871924,-0.498981186,-0.459235708,-0.47408748,-0.983181848,-1.169904229,-0.944409818
ACH-000141,-1.350568063,-0.524250664,-0.836289266,-1.055725099,-1.073781915,-0.704425401,-0.548756405,-0.402047982,-0.794737753,-0.688383658,-0.66322245,-0.660531269,-1.092524163,-0.885006217,-0.907771539,-1.453699607,-1.274398784,-1.292933087,-1.353992146,-0.875904098,-0.864384066,-0.795938552,-1.327407273,-0.905548917,-1.43406043,-0.884723784,-0.598237726,-0.700670109
ACH-000142,-1.22086635,-1.067432363,-0.631942156,-0.78626741,-0.685304705,-1.312737625,-0.774043193,-1.202791812,-0.82392765,-0.727291742,-0.62573887,-0.538457205,-0.263663985,-0.878170127,-1.060978697,-1.235482206,-0.701091655,-1.098348413,-0.988312084,-0.862071299,-0.57769817,-0.820347516,-0.829405731,-0.614492817,-1.142585797,-0.674126445,-0.743160026,-0.585451643
ACH-000143,-0.241448486,-0.825003443,-0.63240996,-1.092047216,-0.596206393,-0.713965836,-0.326559822,-0.489681345,-0.868241756,-0.663336607,-0.528716899,-0.986302364,-0.446929789,-0.608880367,-0.942128024,-0.583936762,-0.975588282,-0.719935293,-0.833847414,-0.843682768,-1.002890375,-0.919355932,-0.974922534,-0.442534219,-0.178213293,-0.821856697,-0.804007857,-0.976571334
ACH-000146,-0.647297739,-0.791490156,-0.652073317,-0.950642122,-0.812059201,-0.838857516,-1.51283973,-0.333281057,-0.883800541,-1.130467334,-0.898515657,-0.4613206,-0.402576432,-0.746844189,-0.936039709,-1.524294959,-1.437640079,-1.260027374,-1.290036314,-1.05873504,-0.865684254,-0.901500111,-0.911370945,-0.88743655,-0.418592213,-0.352754107,-1.013631002,-0.627207793
ACH-000148,-1.221629489,-0.650493717,-0.966325057,-0.842823158,-0.820182606,-0.543720709,-0.642420609,-0.544206651,-0.849441915,-0.819510852,-0.929530512,-0.70599467,-0.867317004,-0.780895766,-1.084005056,-0.857174957,-0.892581035,-1.082218086,-1.109538413,-0.74008863,-0.834659292,-0.860894263,-1.104465767,-0.839077444,-0.544851641,-0.727378361,-0.857296675,-0.820485972
ACH-000150,-0.873963035,-0.557504708,-0.790035926,-0.818105202,-0.563429678,-0.289396201,-0.443683868,-0.491396292,-0.835869991,-0.584892895,-0.766615352,-0.482374247,-1.10118864,-0.87245148,-1.168030276,-1.22538259,-0.556567954,-0.893296083,-0.865374465,-0.561742376,-1.047556039,-0.444061149,-0.140804324,-0.802237149,-0.573057563,-0.622318209,-0.532282952,-0.7448682
ACH-000151,-0.383944902,-0.8505928,-0.828299981,-0.814461674,-0.92567261,-1.072382345,-1.0370091,-0.70977915,-0.870279003,-0.580762866,-0.411522381,-0.793280932,-0.510354425,-0.597972793,-0.47682381,-1.098897588,-0.739050878,-0.910749615,-1.087133579,-0.864684328,-0.820443555,-0.620754695,-0.935924415,-0.651436755,-0.180502539,-1.027901616,-0.730704637,-0.964749107
ACH-000152,-0.806978712,-0.614964447,-0.552307278,-0.777295605,-0.656912869,-0.73947599,-0.446416135,-0.574833982,-0.773536104,-0.828146021,-0.670517045,-0.475319373,-1.034021517,-0.757201832,-0.846992256,-0.800051066,-0.047642584,-1.198951366,-0.828461755,-0.676592055,-0.867151098,-0.883272159,-0.795477803,-0.483621767,-1.393388559,-0.53323609,-0.766355069,-1.087212944
ACH-000153,-0.612091159,-0.938919599,-0.644216337,-0.877363538,-0.731740015,-0.735424434,-0.560186616,-1.000154215,-0.749299105,-0.609405343,-0.915662258,-0.158436229,-0.756185716,-0.894151307,-1.219575325,-0.766968981,-1.325236051,-1.386506351,-0.576103753,-0.274470672,-0.950048859,-0.782541947,-1.337803376,-0.969210705,-1.513528971,-1.07875289,-0.766504983,-0.975753822
ACH-000159,-0.856207208,-0.825933277,-0.929877506,-0.684556012,-0.59646871,-0.627318884,-0.532693163,-0.765509772,-0.74016559,-0.616651702,-1.028795853,-0.256278448,-0.861683075,-0.748511798,-0.772414729,-0.80500654,-0.82077798,-0.986489911,-0.857668195,-1.013433066,-0.972629754,-1.064588764,-0.597565866,-0.819579818,-0.212648415,-0.865206569,-1.125733331,-1.04666903
