id,AIFM1,BCLAF1,BDP1,CENPH (64946),CENPI (2491),CTPS1 (1503),FAM50A (9130),FDPS (2224),GAGE2A (729447),GEMIN8 (54960),GJA3 (2700),KDM2A (22992),KIF4A (24137),KLC2 (64837),LAS1L (81887),MBTPS2 (51360),MED12 (9968),MED14 (9282),POLA1 (5422),PSMC1 (5700),RBMX2 (51634),RPL39 (6170),SGF29 (112869),SIN3A (25942),SNAP23 (8773),STIL (6491),TEX10 (54881),TGS1 (96764)
ACH-000292,-1.200979978,-0.797514227,-1.035974985,-0.615588169,-0.731838208,-0.593458814,-0.201989097,-0.583727503,-0.839253755,-0.885375615,-0.63694791,-0.86585123,-1.090813361,-0.813266531,-0.976842173,-0.856924167,-0.374216626,-0.948617914,-0.681746246,-0.974229658,-1.22870819,-0.623106602,-0.97598607,-0.922379159,-0.803958908,-0.79934855,-0.998533616,-0.600141682
ACH-000293,-0.868567195,-0.775354663,-0.90613401,-0.603248356,-0.779511718,-0.699160522,-0.406425377,-0.883670295,-0.666272643,-0.530882779,-0.93852002,-1.056673558,-0.777618463,-0.85375923,-0.583598457,-0.791922502,-0.544690584,-1.095278484,-0.900173585,-0.695411617,-1.203681461,-0.454128429,-0.075513055,-0.725152771,-0.96700974,-0.624122172,-0.74844837,-1.222423553
ACH-000294,-0.689959627,-0.7723482,-0.899543432,-0.912996085,-0.527069134,-1.550365016,-0.86487535,-1.27323325,-0.76676866,-0.487062837,-0.861579047,-0.611396159,-0.407061894,-0.70417443,-1.089704979,-1.060192929,-1.00464793,-1.231913832,-1.199387534,-0.937166771,-0.717337608,-0.394570168,-1.072558517,-0.545346046,-1.256769182,-1.00133449,-0.737146835,-0.922944678
ACH-000295,-1.217402846,-0.891170638,-1.277044695,-0.330765902,-0.759332962,-1.210830399,-0.206806216,-1.061021419,-0.761064479,-0.781397468,-0.909233138,-1.129575506,-1.209982101,-0.846539988,-0.964417191,-1.61350524,-1.09383404,-1.075642902,-0.96692246,-0.917071339,-1.130061537,-0.719203556,-1.088745162,-0.830426741,-0.959831168,-0.687507524,-0.608670319,-0.644121295
ACH-000296,-1.581958989,-1.41801414,-1.033873121,-1.039534902,-0.704961631,-0.989745575,-1.138870353,-1.082315803,-0.902015861,-1.249154995,-0.350436631,-1.284786927,-0.939119695,-0.585345291,-0.993941971,-1.428243432,-0.407245242,-0.658117406,-0.977690765,-0.639438666,-0.913348514,-0.676624935,-0.925638424,-1.199443808,-1.137300085,-0.652618786,-0.522995719,-0.764605878
ACH-000302,-0.258021593,-0.413176501,-1.119772848,-0.9295035,-0.937668726,-0.363393373,-0.4307125,-0.399848727,-0.76095024,-0.924920417,-0.873065743,-0.867082481,-1.047227576,-0.752095585,-0.986484051,-0.43290241,-0.315361023,-0.774329942,-1.025671483,-0.685385995,-0.90620934,-0.738873357,-0.586919968,-0.730515747,-0.25897418,-1.021855044,-1.073982605,-0.750778618
ACH-000304,NA,-0.630922788,-0.528518079,-0.93326909,NA,-0.49873898,NA,-0.805158037,NA,NA,-1.277743033,-0.706858425,NA,-0.480716611,NA,NA,NA,NA,NA,-0.423954164,NA,NA,-1.371819873,-1.021151502,-0.993106259,-0.573291253,-0.680424984,-0.683982193
ACH-000307,-1.3589402,-0.502911021,-0.649644917,-0.533493908,-0.482268733,-1.206634631,-0.532987659,-0.610032488,-0.713896752,-0.945355804,-0.634356091,-0.512678259,-1.2811198,-0.720953699,-1.067173447,-0.642321065,-0.810293028,-1.023949541,-0.942213824,-0.736543003,-0.622835586,-0.757520578,-0.905239492,-0.794435484,-1.319592664,-1.296825862,-0.851828306,-0.666664728
ACH-000308,-0.616518732,-1.034282323,-0.70296566,-0.710282634,-0.688540226,-0.44047124,-0.559654923,-0.552140521,-0.770677758,-0.788351738,-0.620550998,-1.23538951,-0.553096941,-1.002179975,-0.621971189,-0.883229183,-0.635251009,-1.310408488,-1.135458636,-0.830909608,-0.715508005,-0.788083419,-0.837833546,-0.574544057,-0.33537611,-0.968628277,-0.811817624,-0.784148887
ACH-000310,NA,-1.212382129,-0.81213778,-1.491250554,NA,-0.458830904,NA,-0.948575985,NA,NA,-1.229273384,-0.667309637,NA,-1.008980668,NA,NA,NA,NA,NA,-1.170362178,NA,NA,-0.694901848,-0.789493143,-0.231112174,-1.563601345,-0.899453433,-0.716793282
ACH-000311,-0.904818134,-0.485402199,-0.559874865,-0.831505805,-0.798875614,-1.017862618,-0.407951225,-0.55222717,-0.725970191,-0.813318662,-1.066309093,-1.209262952,-1.071111516,-0.925083846,-1.177236008,-0.814762619,-0.921792689,-0.903845741,-1.051461549,-0.704477025,-0.991351621,-0.957748478,-0.85917,-0.809313243,-0.904593559,-0.9611749,-1.069291057,-0.856316961
ACH-000312,-1.206406888,-0.898792418,-0.765469587,-0.89254053,-1.027752683,-0.606798401,-0.269879526,-0.939461659,-0.559484285,-1.026054603,-1.026008593,-0.694261764,-0.764180044,-0.867965658,-1.013656223,-0.775378056,-1.08569977,-1.132146984,-1.151537273,-0.830122824,-0.874691612,-0.891983572,-0.860978062,-0.758481888,-0.237535833,-0.970235821,-0.824956824,-0.865042202
ACH-000315,-0.182157957,-1.180433706,-0.770200563,-0.931292707,-0.714391778,-0.954385857,-1.356968656,-0.850120601,-0.796496324,-0.644919269,-0.890165704,-1.029363472,-0.870268265,-0.643429595,-0.972466587,-1.222885344,-0.990776012,-0.574784282,-0.838571552,-1.01957904,-0.724354352,-0.245150703,-1.199430586,-0.682871722,-0.339554854,-0.401555662,-0.725211366,-0.825249754
ACH-000316,-1.300406323,-0.732012973,-0.691097299,-0.676358179,-0.775295077,-0.55115827,-0.753617031,-0.746269917,-0.889968347,-0.902431949,-0.473403905,-0.905018054,-0.678087576,-0.755946698,-1.080794288,-0.99729673,-0.833384568,-0.945084937,-0.933521392,-0.612087528,-0.805741289,-0.581779651,-0.944674496,-0.747552533,-0.786796653,-0.767054033,-1.061685017,-0.80838795
ACH-000317,-1.122992614,-0.694603926,-0.669682283,-0.902390474,-0.763621053,-1.147876968,-1.827996605,-0.740041191,-0.720815003,-0.703197603,-0.622857715,-0.651838416,-0.304516363,-0.768542375,-1.024216969,-0.826894159,-0.789885545,-1.257546665,-0.714666726,-1.04205603,-0.808402883,-0.608066654,-0.866984285,-0.545453364,-0.764432631,-1.025882288,-0.658528011,-0.622841586
ACH-000318,-0.930482949,-0.743641021,-1.046966943,-0.752292825,-0.73831254,-1.078037519,-0.415526906,-0.929500943,-0.846248027,-0.87993769,-0.767455121,-0.817735338,-0.435347522,-1.005604884,-1.055061533,-1.206125629,-0.567776604,-1.323642615,-1.144490654,-0.580726687,-0.828499035,-0.640779424,-0.786273149,-0.920459911,-0.747944769,-0.9651889,-1.126432285,-0.759446216
ACH-000319,-0.904777641,-1.022045344,-0.716705777,-0.89914764,-1.208064546,-0.547954459,-0.265381252,-0.928480518,-0.740730467,-0.681540717,-0.696470873,-0.980505539,-0.75832088,-0.569902446,-0.852219258,-0.754635897,-0.402136934,-1.01122427,-0.979428729,-0.721495422,-0.713839128,-1.01514069,-0.594308084,-1.07773936,-0.888180908,-0.809112125,-0.823337364,-0.693657474
ACH-000320,-0.52424535,-0.995495187,-0.865087969,-0.905313686,-0.493933914,-1.101843238,-1.172106237,-0.832667469,-0.803588435,-1.13771244,-0.86475308,-0.471570988,-0.918859935,-0.820666988,-1.335660845,-1.061689525,-0.889868797,-0.782770682,-0.972133715,-0.881495291,-0.551646337,-0.91058515,-0.752965042,-0.937553356,-0.618008527,-0.866401643,-0.900060951,-0.997143569
ACH-000322,-0.820082538,-0.527723769,-0.762216184,-0.837856637,-0.960027586,-1.249009498,-1.186930121,-0.424835734,-0.79483672,-1.266801586,-0.792195913,-0.611272978,-0.562961352,-0.718314203,-0.897393846,-1.266076719,-0.979024546,-0.990963584,-1.155075779,-1.004914809,-1.013019844,-1.000578145,-0.835935641,-0.810788244,-0.822138466,-0.798259324,-0.855952294,-0.637983555
ACH-000323,-1.132941013,-0.909374528,-0.782054807,-0.591746463,-0.989885022,-0.636983445,-1.514511754,-0.741050561,-0.836201046,-1.088833344,-0.866094201,-0.382689793,-0.772925724,-0.870076406,-0.92108828,-1.011700659,-1.076668485,-1.311971578,-1.109334292,-0.918919006,-0.879824648,-0.845651716,-1.062433279,-0.810061036,-0.214991004,-0.722505063,-1.168411012,-0.675771946
ACH-000324,-0.934228351,-0.885586292,-0.876964489,-0.940163539,-0.616657986,-0.51303606,-0.394052257,-0.833927045,-0.750643062,-0.721430935,-0.872788509,-0.308239022,-0.823882624,-0.832471721,-0.867885873,-1.118985119,-0.647479731,-0.604405989,-1.029575425,-0.847160935,-0.766948297,-0.84627582,-0.895042188,-0.921861564,-0.287550808,-0.925706284,-0.924750534,-0.686430337
ACH-000326,-0.60154948,-0.946193002,-0.669375297,-0.572489589,-0.731336016,-1.364558359,-1.23834436,-1.290207351,-0.739250489,-0.804321433,-0.687385503,-0.798955622,-0.689264467,-0.908957378,-0.905398908,-0.888692329,-0.933672851,-1.153394731,-0.877781753,-0.714852571,-0.747065984,-0.544182061,-1.014280018,-0.637165707,-0.778549387,-0.923085439,-1.097528399,-0.609718481
ACH-000329,-0.928468176,-0.615666285,-0.552324809,-0.798595489,-0.63372657,-0.549001985,-1.311159029,-0.595802009,-0.76935879,-0.682867593,-0.691272942,-0.289043577,-0.518005389,-0.663677452,-0.827960129,-1.010732365,-0.085148685,-0.817761117,-0.820831587,-0.718791553,-1.109694702,-0.539919021,-0.323834284,-0.993469355,-0.176288059,-0.491470111,-0.868064655,-0.486817258
ACH-000330,-0.607166267,-1.219833857,-0.461792986,-1.046900375,-0.670566929,-0.820221561,-0.552161307,-0.931720301,-0.876763476,-1.183751411,-0.599034596,-0.651532602,-0.577195447,-0.83424005,-0.940801419,-0.805043443,-0.880952833,-0.797875654,-1.154818323,-0.968942345,-0.808557159,-0.632527056,-0.794167513,-1.041094677,-0.633429874,-0.683582453,-0.674840666,-1.210509432
ACH-000331,-0.880645373,-1.036166767,-0.880493537,-0.82111783,-0.80682813,-0.199401129,-0.478247096,-0.525909233,-0.764425749,-0.698471891,-0.730892024,-0.783451875,-0.665714359,-0.700837919,-0.793582957,-1.00355653,-0.348246013,-1.036867785,-0.961395426,-0.512926141,-0.72948522,-0.835668918,-0.077144571,-1.001196637,-1.019020012,-1.020620628,-0.862912588,-0.873648805
ACH-000332,-0.336887844,-0.655076944,-0.579043113,-0.788276144,-0.748885131,-0.350393743,-0.411985338,-0.563912691,-0.69547519,-0.853382932,-0.860489625,-0.77353707,-0.514881178,-1.023718717,-0.995476554,-0.874619665,-0.688488889,-0.995794138,-0.932755012,-0.748921383,-0.887884912,-0.780128793,-0.742295778,-0.498189397,-0.719562279,-1.192018499,-0.707442229,-0.830028592
ACH-000334,-0.79218635,-0.81826071,-1.088434198,-1.048789177,-0.955309396,-1.112522558,-1.729424533,-1.180302993,-0.706409021,-0.542987527,-1.164439332,-1.096001497,-0.703608324,-1.002987527,-1.19477896,-1.327464096,-1.582153836,-0.729002762,-0.865130588,-1.606815955,-1.018027601,-0.068459886,-1.145730959,-0.881145097,-0.701332005,-0.109621772,-0.495277872,-1.154749889
ACH-000335,-0.900988965,-0.533955969,-1.074290749,-0.845749734,-0.768712254,-1.184670269,-0.857309029,-0.556036097,-0.964660191,-0.965121444,-0.632189331,-0.482932684,-0.724674966,-0.714224414,-1.192213553,-1.005659096,-0.649915754,-1.176188997,-0.890678126,-0.357756454,-0.840355187,-0.829116548,-0.260836523,-0.724050574,-1.413676108,-0.703292736,-0.893614579,-1.060741644
ACH-000336,-0.487947136,-0.778993704,-0.37001214,-0.881265622,-0.790913788,-0.835156909,-0.495166678,-0.789503654,-0.891310054,-0.686892395,-1.151936119,-0.679769244,-1.163538931,-0.820385385,-0.832520498,-1.035447969,-0.710594298,-1.080009759,-1.013021731,-0.962438406,-0.691617442,-0.834017901,-0.87623376,0.005378201,-0.637593373,-0.272409718,-0.493005027,-0.564405576
ACH-000337,-0.946916225,-0.970849996,-0.556171351,-0.466157648,-0.64952402,-0.982135899,-1.073405396,-1.300765308,-0.802706786,-1.272902734,-0.470666049,-0.834355251,-0.827951625,-0.767559245,-1.026975702,-0.973941363,-1.272091189,-1.378857507,-1.333510047,-0.602735558,-1.077531937,-0.555831671,-0.490693778,-0.556329399,-0.887454422,-0.405205667,-0.840393858,-0.870947219
ACH-000339,-0.849004338,-0.808300786,-0.749804334,-1.043377497,-0.668386373,-1.203651098,-0.487787668,-0.624579126,-0.772660752,-1.292843294,-0.821140406,-0.427993661,-0.645204791,-0.889932416,-1.247662266,-1.074021574,-0.915848714,-1.20706099,-0.985927816,-0.423983656,-0.788567155,-0.677933921,-0.567962626,-0.700583755,-0.980603887,-0.785274744,-0.949073797,-0.982833555
ACH-000341,-0.540780998,-0.631292953,-0.66989897,-1.094713235,-1.270298981,-1.001527927,-0.523621466,-0.971865922,-0.754819393,-0.581900536,-1.076507904,-0.32497705,-0.37777359,-0.901000255,-1.327386974,-0.916473786,-1.409707767,-0.95432424,-0.81300748,-1.202298081,-0.876428021,-0.78061964,-1.010839021,-0.473364481,-0.597569862,-0.965638154,-0.530680888,-1.138424444
ACH-000344,-0.849090924,-1.062000999,-0.587931316,-0.948437603,-0.749219668,-0.994552187,-1.264674384,-0.908088104,-0.769632823,-0.684055435,-1.143653693,-0.772642868,-0.620847156,-0.541369109,-0.564780286,-0.930004342,-1.074279443,-0.791673672,-0.683912083,-0.503454379,-0.788485039,-0.892276965,-1.004604433,-0.866182622,-0.50262145,-1.206250231,-1.035239669,-0.663204753
ACH-000348,-0.758304448,-0.627461333,-0.603282437,-0.901790261,-1.008128894,-0.895292593,-1.600690569,-0.606243488,-0.785048607,-0.696938619,-0.686960899,-0.421674143,-0.589662474,-0.641168299,-1.049546402,-0.873537769,-0.946069966,-0.663351166,-0.904806101,-0.90852348,-0.840779048,-1.001928454,-1.223897898,-0.730633826,-0.273074905,-0.197066336,-0.69680737,-0.720166779
ACH-000350,-0.578665084,-0.472765034,-0.862892638,-0.993279879,-0.862526507,-0.382236209,-1.815669606,-0.566678687,-0.743665487,-0.821996983,-0.989143239,-0.950040601,-0.309156198,-1.044911082,-1.058677047,-0.670196739,-1.116747819,-1.079833906,-0.788377373,-0.842394578,-0.822853591,-0.664747553,-0.868389664,-0.860796384,-1.247907711,-1.158618289,-1.038400648,-0.801457962
ACH-000352,-0.583758649,-1.064767725,-0.626441034,-0.8888041,-0.841293833,-0.314414759,-1.190732442,-1.047068994,-0.744118755,-0.439157747,-0.940290459,-1.327937954,-0.568366138,-0.815305743,-0.718436233,-0.991427999,-0.952715628,-0.75566705,-0.749810362,-0.868872617,-0.641673013,-0.615187828,-0.874129414,-1.022690935,-0.337374564,-0.9465657,-0.762750983,-0.639510639
ACH-000356,NA,-0.87691701,-0.826852585,-0.772476343,NA,-0.797663443,NA,-0.798946879,NA,NA,-0.90026247,-0.764338216,NA,-0.965964258,NA,NA,NA,NA,NA,-0.686563458,NA,NA,-0.761159661,-0.737045683,-1.099448413,-0.952522983,-0.745941787,-1.0000065
ACH-000361,-0.610177627,-0.745338304,-1.153724899,-0.885224202,-0.842452504,-0.897952594,-0.341386657,-0.347079046,-0.931540692,-0.970455782,-0.742622054,-0.279924748,-0.92588009,-1.00086687,-1.042733214,-1.625830181,-0.34452453,-0.864412614,-0.600631403,-0.8255499,-0.743878659,-0.797216037,-1.031642378,-0.985701557,-0.031816041,-0.851195914,-0.81657094,-0.611289053
ACH-000362,-0.972446333,-0.332865488,-0.90094618,-0.907493753,-0.860113967,-1.200764543,-0.884348484,-1.144941793,-0.844783209,-0.824998828,-0.961486514,-0.981785544,-0.606983541,-0.808340083,-1.086837999,-1.266057295,-0.830939516,-1.344297121,-1.013909604,-0.901666372,-0.971226307,-0.75159415,-0.982376707,-0.618254411,-0.752570439,-0.544979086,-0.889604513,-0.802400677
ACH-000363,-0.644275322,-0.749071399,-0.612583272,-0.398028713,-0.705951348,-1.143867982,-0.394577172,-0.351631734,-0.749816279,-0.029250248,-1.067233307,-0.411278808,-0.822858725,-0.797085287,-0.846487683,-0.677360001,-1.551322264,-1.366632981,-1.146394946,-1.070593556,-1.058515493,-0.903901956,-1.086433292,-1.022742069,-0.711305257,-1.10028836,-0.975761304,-0.398165046
ACH-000364,-1.119818459,-0.794676062,-0.550133002,-0.600877484,-0.617814952,-0.529848052,-1.003214818,-0.848341454,-0.748516124,-1.119204506,-0.727077462,-1.163892586,-0.497621851,-0.895230399,-0.943012174,-0.628236973,-0.57918179,-1.175253127,-1.106387918,-0.72733078,-1.079490009,-1.078033546,-0.147498256,-0.861884223,-0.27572167,-0.949972709,-0.810888728,-0.726895923
ACH-000365,-0.504038228,-0.78768289,-0.839642067,-0.834393774,-0.726304804,-0.449832064,-1.247954933,-1.242486545,-0.629227329,-0.630371211,-0.836380815,-1.194766985,-0.772213929,-0.875993827,-0.995455853,-1.309222663,-0.955438032,-1.010838906,-1.05610147,-0.976177462,-0.891063759,-0.529323656,-0.963521057,-0.560576796,-0.369471522,-0.812764231,-0.666466345,-0.927157586
ACH-000366,-0.893195008,-0.975728124,-0.605349796,-0.745373693,-0.562767131,-0.604510166,-1.217286734,-1.443829671,-0.675386148,-0.619164126,-0.911204042,-1.375927626,-1.05998057,-1.040869727,-0.947574593,-1.052308711,-1.019509158,-0.854204743,-0.806208197,-0.844578632,-0.798457143,-0.597447229,-1.054406726,-0.990551808,-0.135828129,-0.878801518,-0.956766453,-0.467364891
ACH-000368,-0.553139097,-0.648492349,-0.933048666,-0.775346726,-0.780239433,-0.587812659,-1.46205613,-0.567313447,-0.774682887,-0.777751422,-0.729529219,-1.142363737,-0.948865148,-0.619208297,-0.982129274,-1.244889114,-0.305163248,-0.6672903,-0.673338539,-0.540593644,-0.963883434,-1.092643347,-0.545486566,-0.881788331,-0.551234472,-0.446215321,-0.601850783,-0.698456128
ACH-000374,-1.263504308,-0.952639599,-0.661845755,-0.859513799,-0.854919412,-1.080117645,-0.820250926,-1.096915295,-0.807414903,-0.945281814,-0.541725152,-1.000555522,-0.33498371,-0.898598661,-1.011507674,-1.294740613,-0.58822691,-1.1428349,-1.220188055,-0.658761989,-0.929516526,-0.627306093,-0.82944837,-0.886456042,-0.970910474,-0.681632929,-0.735223896,-0.452828291
ACH-000375,-0.90668978,-0.713857229,-0.370022425,-0.717507318,-0.745255155,-0.737455195,-0.191813227,-0.394826533,-0.871565985,-0.790545305,-0.997101169,-0.499281118,-0.758773537,-0.526269818,-0.743703754,-0.738523646,-0.527570035,-0.715180792,-0.886842464,-0.682581604,-0.923227447,-0.959496342,-0.748835473,-0.240509352,-0.756737283,-0.701282941,-0.489663273,-0.978442238
ACH-000376,-1.003594,-0.656643083,-0.814956359,-0.624294581,-0.635305594,-0.513642051,-1.300825434,-0.639625077,-0.803812303,-0.606364018,-0.609407466,-0.317714727,-1.222636065,-0.718132206,-0.920919289,-0.96994575,-0.926143102,-0.935465388,-0.888356227,-0.972466577,-0.974610765,-0.707489243,-0.567506567,-0.577480121,-0.46285758,-0.58211562,-0.727522275,-0.72554743
ACH-000378,-0.988408584,-0.738615082,-0.650489585,-0.77069667,-1.143351408,-1.048655506,-0.423682924,-0.551955235,-0.731756233,-0.861941323,-0.846517992,-0.639581396,-1.193332972,-0.614986816,-0.568517913,-1.220426525,-0.499427854,-1.148141901,-0.852353664,-0.608724199,-0.640031671,-0.639893444,-0.621504042,-0.774927487,-0.225343564,-0.5393761,-0.840993833,-0.783056635
ACH-000381,-0.808447371,-0.853954676,-0.762054814,-0.921257034,-0.747956619,-1.412197787,-1.246199285,-1.096846914,-0.906685476,-0.700477888,-0.755423907,-0.674443762,-0.605615829,-0.82085731,-1.031548682,-1.014693991,-0.894619524,-0.743825827,-0.957588698,-0.801883739,-0.762522144,-0.665046619,-1.051161831,-0.570782351,-1.377223324,-0.886767781,-1.059481229,-0.874477351
ACH-000383,-0.56516526,-0.630644178,-0.595831433,-0.598444339,-0.656572815,-1.747243953,-0.281154704,-1.571285072,-0.714268722,-0.655194805,-0.953182922,-0.411928818,-0.863767279,-0.869477424,-1.303797889,-0.74583676,-1.450614794,-0.978279675,-0.883183707,-1.433185654,-0.849709958,-1.073788851,-1.116414044,-0.455346577,-1.802656389,-1.173691828,-0.940714189,-0.790981923
ACH-000387,-1.413194917,-0.657406904,-0.787308298,-0.922638003,-0.778921738,-1.394474766,-0.878286488,-0.849188054,-0.731875518,-0.785515221,-0.665987458,-0.484669898,-1.025855373,-0.715024506,-0.927735089,-0.998030679,-1.279124635,-1.248306828,-1.106933108,-0.765375109,-0.757230789,-0.742446575,-0.917360331,-0.97908494,-1.309810193,-0.743924976,-1.047321087,-0.8010049
ACH-000389,-0.607425819,-0.899378464,-1.064138559,-0.816430626,-0.657747699,-0.319783829,-0.663763146,-0.6954842,-0.77642911,-0.965613688,-0.687454467,-0.824259561,-0.750578619,-0.494653513,-1.050259849,-0.812409618,0.343636508,-1.026570172,-1.216420562,-0.710715573,-1.085576801,-0.76058226,-0.184010682,-0.996347212,-0.859720552,-0.681758548,-0.996261018,-0.76132466
ACH-000390,-1.216900065,-0.784322814,-0.773818656,-0.77556946,-0.420921564,-1.299986297,-0.584491802,-0.77416953,-0.750865053,-1.117471047,-0.870003684,-0.733274376,-0.757455535,-0.953331409,-1.129067305,-1.754033437,-0.826027382,-1.129234243,-1.565086637,-0.667440939,-0.873285627,-0.494590465,-1.243018718,-0.461719259,-0.929752967,-1.262284963,-0.620876576,-1.076319226
ACH-000393,-0.286258275,-0.776320078,-1.309082118,-0.771373505,-0.710771381,-0.642166652,-0.60756413,-0.363869494,-0.758073175,-0.57971901,-0.76645278,-0.704198148,-0.680711389,-0.938663728,-0.652654379,-0.784292472,-0.639573632,-0.950197868,-0.860711503,-0.826780137,-0.923161207,-0.725103604,-0.584143555,-1.091062523,-0.315834068,-0.690161714,-0.56010504,-0.534953774
ACH-000395,-0.614118983,-1.229434971,-0.527556681,-0.925461761,-0.755876658,-1.010776436,-0.488044297,-1.056765476,-0.951951729,-0.93388108,-0.840739339,-0.629097791,-1.227137052,-0.997559325,-1.024722848,-1.190888631,-0.831859063,-0.840453115,-1.009625493,-0.923920806,-0.697296248,-0.952840909,-0.8015847,-0.933459937,-1.276993172,-0.692323116,-0.882977983,-0.629033853
ACH-000397,-0.544262532,-0.923300032,-0.889190399,-0.9272381,-1.062300172,-0.857075585,-0.48701656,-0.772414813,-0.654001885,-0.698593122,-0.813041914,-0.832690413,-0.955461684,-0.976617588,-0.897863141,-0.875009771,-0.742575812,-0.838919746,-1.016897911,-0.695950988,-0.786746624,-0.53973768,-0.94648057,-0.710466586,-1.248591759,-1.13048196,-1.057268363,-0.826489107
ACH-000401,-1.267200714,-0.619164751,-0.866397996,-0.691650124,-0.77912786,-0.941103296,-1.4315743,-0.834145019,-1.007345992,-1.211296888,-1.192630126,-0.918910553,-0.676358076,-0.756568061,-1.145641297,-0.912141955,-0.829265818,-0.93571305,-0.688955173,-0.738990659,-1.101723117,-0.778184096,-0.925668687,-0.620426201,-0.493941243,-0.625322419,-0.888907014,-0.671488461
ACH-000402,-0.755315933,-0.739936983,-1.043021195,-1.209912101,-0.9004026,-0.758171591,-1.701985561,-0.656963582,-0.664298142,-0.711674991,-0.163700637,-0.280823283,-1.012548281,-0.49380647,-1.05748753,-1.25509356,-0.277633873,-1.140307285,-0.887765445,-1.056312415,-0.894143664,-1.209193386,-0.480869987,-1.084071118,-0.622984708,-1.073136463,-0.59643493,-1.077283247
ACH-000403,-0.719697801,-0.641568232,-0.590289539,-0.554576658,-0.675203326,-0.959441705,-0.627536465,-0.907288615,-0.763876916,-1.009308119,-0.905511258,-0.675170143,-0.359490332,-0.95501435,-0.780282009,-1.557920366,-0.994801674,-1.300804266,-1.216859733,-1.037114412,-1.01563519,-0.77447478,-0.786106333,-0.539721318,-0.59420949,-0.701506469,-0.673419032,-0.953992439
ACH-000404,-0.928614922,-0.358017316,-0.67584363,-0.9079203,-1.191626365,-0.710284504,-0.106056822,-0.697845409,-0.761430202,-0.893150595,-0.416379073,-1.009277271,-0.958013857,-0.754694343,-0.452052207,-1.22177685,-0.924095636,-0.765213069,-1.024685379,-0.613908376,-0.673472423,-0.926006786,-1.134241604,-0.609962029,-0.237651912,-0.76155753,-0.438450252,-0.44377657
ACH-000406,-0.583451751,-0.765945921,-0.870391842,-0.906164774,-0.70494666,-1.778758497,-1.272645588,-0.942007345,-0.719590744,-0.560033592,-0.732244043,-0.333458695,-0.465944286,-0.878535099,-0.949750516,-0.739535925,-1.146179889,-0.816914873,-0.795286841,-1.067017661,-0.592708026,-0.467516765,-1.019207381,-0.534217369,-0.848289386,-0.896149616,-0.833314046,-0.66685067
ACH-000407,-0.738722022,-0.846722607,-0.669179362,-0.798792183,-0.540827262,-0.469124223,-0.384602564,-0.608812132,-0.782271051,-0.533831229,-0.860536452,-0.895529298,-0.444931703,-0.678272624,-0.911680543,-0.87240655,-0.926016678,-0.419198596,-0.681859495,-0.936251905,-0.960735223,-0.956444345,-1.147675239,-0.846929643,-0.87469375,-0.729161739,-0.857265268,-0.753851193
ACH-000408,-1.236071822,-0.752281356,-0.925099119,-0.490773031,-0.7374847,-0.718809883,-1.035744508,-0.937271073,-0.746659947,-0.626488463,-0.776275532,-0.710310786,-0.758193701,-0.974970877,-1.13485457,-0.810302066,-0.814403348,-0.920502452,-0.62787006,-0.642934753,-0.563603242,-0.72124368,-0.776622609,-0.57435647,-1.169183243,-0.834297483,-0.66864279,-0.930692932
ACH-000410,-0.923559926,-0.656355246,-0.499956202,-0.864208442,-1.006262059,-0.478948983,-0.299593786,-0.654252628,-0.748306078,-0.975628187,-0.745568377,-1.383883305,-0.684164618,-0.781424778,-0.747223738,-0.65708758,-0.755508175,-0.792122858,-0.977195612,-0.78929137,-0.858518193,-0.700915782,-0.648299133,-1.060933901,-1.371227926,-0.738031414,-0.843701144,-1.297391331
ACH-000411,-0.904506417,-0.462084448,-0.854408411,-0.839994065,-0.817051639,-0.713593142,-0.451146574,-0.673507121,-0.750230442,-0.828567424,-0.75257879,-0.800417274,-1.297554924,-0.621962655,-0.954815369,-1.324765678,-0.638994284,-0.928037938,-0.932943734,-0.850557267,-1.126233303,-0.860252365,-0.559748371,-0.912425296,-1.073189768,-1.018757256,-0.985872721,-0.780647476
ACH-000414,-1.158109488,-0.630893577,-0.564991588,-1.116931093,-1.49830651,-0.888609749,-0.214985067,-1.025646046,-0.674612106,-0.923335375,-1.637699423,-0.543964392,-0.706965523,-0.852285968,-0.972109445,-1.245794297,-0.824231336,-0.889060806,-1.154182658,-0.72083873,-0.653924038,-0.914425888,-1.036532543,-0.876356205,-0.427221765,-1.375114961,-0.774325374,-0.941571824
ACH-000415,-1.021653904,-1.115783855,-0.995390824,-0.792047487,-0.936703494,-0.795758317,-1.258904507,-0.795007561,-0.671851208,-0.901292072,-0.916113145,-0.560755172,-0.613963694,-0.91578463,-1.168254086,-1.356777117,-0.836036282,-1.062962916,-0.922555944,-0.511079933,-0.803143215,-0.610901161,-0.623737223,-0.675218835,-0.543044793,-0.968438874,-0.651754107,-1.082146217
ACH-000416,-0.724191788,-0.673074461,-0.803910352,-0.968233838,-0.882129764,-1.289042636,-1.414624313,-0.498150765,-0.675747677,-0.978838181,-0.730080714,-0.389949966,-0.579784566,-0.727758117,-0.865484485,-0.612578734,-0.453610176,-1.116448024,-0.970984707,-0.925708074,-0.890732737,-0.856178506,-0.761945032,-0.912898721,-0.238654082,-0.777766736,-0.82404918,-0.830940812
